 178-185 F8.3   mag     [8.0]   Spitzer [8.0] band magnitude
 187-194 F8.4   mas     Plx     Parallax from Gaia DR2
 196-203 F8.4   mas   e_Plx     Error of parallax 
 205-212 F8.3  mas/yr   pmRA    Proper motion in right ascension direction from Gaia DR2
 214-221 F8.3  mas/yr e_pmRA    Error of proper motion in right ascension direction
 223-230 F8.3  mas/yr   pmDE    Proper motion in declination direction from Gaia DR2
 232-239 F8.3  mas/yr e_pmDE    Error of proper motion in declination direction
 241-248 F8.2  km/s     RV      Radial velocity from Gaia DR2
 250-257 F8.2  km/s   e_RV      Error of Radial velocity
 259-266 F8.2  km/s     v_z     Velocity in z direction
 268-275 F8.2  km/s   e_v_z     Error of velocity in z direction                         
--------------------------------------------------------------------------------
  285.0710378   11.8396516   44.4796189    3.4365016   4.145650   24.335    0.085    0.239    0.040   0   13.580   12.961   12.777   12.451   12.511 9999.000 9999.000 9999.000 9999.000  -0.0644   0.0640   -1.962    0.125   -2.944    0.130     0.00     0.00    48.65    14.67
  343.4387884   -2.8156132   68.6650996  -52.8137556   2.253550   17.290    0.084    0.033    0.005   0   12.966   12.691   12.712   12.531   12.495 9999.000 9999.000 9999.000 9999.000   0.0441   0.0273    3.908    0.049   -2.255    0.037     0.00     0.00     0.00     0.00
  249.6223944  -12.1247917    5.1245350   22.4048924   2.404540   31.916    0.085    0.020    0.004   0   14.316   13.838   13.709   13.774   13.752 9999.000 9999.000 9999.000 9999.000   0.0057   0.0570   -1.432    0.102   -3.721    0.052     0.00     0.00     0.00     0.00
  351.3466571   46.2500313  107.7768749  -14.0741517   2.714370   22.099    0.084    0.333    0.056   0   14.177   13.522   13.289   12.915   12.900 9999.000 9999.000 9999.000 9999.000   0.4566   0.0592   -5.867    0.082   -7.015    0.066     0.00     0.00     0.00     0.00
  331.9590774   55.9825924  101.4446336    0.0924567   3.077850   11.967    0.084    0.465    0.089   0   13.077   12.243   11.877   11.486   11.436   11.517   11.388 9999.000 9999.000   0.0451   0.0584   -1.972    0.106   -1.412    0.093     0.00     0.00     7.16     5.44
   83.6708467   -5.7548449  209.2859925  -19.6801370   4.586890    6.710    0.084    0.248    0.043   0   10.738    9.966    9.771    9.574    9.516 9999.000 9999.000 9999.000 9999.000   3.2360   0.7025    0.534    1.263    4.245    1.064     0.00     0.00     0.00     0.00
  276.5192745   -7.1352373   23.6875016    2.3430927   4.378910   14.517    0.084    0.324    0.058   0   12.793   11.852   11.511   11.325   11.314 9999.000 9999.000 9999.000 9999.000   0.7577   0.0944   -2.108    0.148   -2.883    0.138     0.00     0.00     0.00     0.00
  110.7849750  -28.8341080  242.1008742   -6.4541349   2.489110   65.346    0.168    0.001    0.000   0   15.467   15.300   15.611   15.250   15.818 9999.000 9999.000 9999.000 9999.000   0.1294   0.0450   -0.867    0.065    2.119    0.070     0.00     0.00     0.00     0.00
   54.7319603   47.4191813  149.9664227   -6.4686803   2.826520   49.474    0.085    0.048    0.007   0   14.957   14.872   14.548   14.480   14.523 9999.000 9999.000 9999.000 9999.000   0.1842   0.0532    0.830    0.112   -1.210    0.071     0.00     0.00     0.00     0.00
  290.6756545   -9.1537090   28.2350205  -11.0714130   2.362740   21.805    0.084    0.195    0.033   0   14.070   13.312   13.143   13.048   13.010 9999.000 9999.000 9999.000 9999.000   0.4368   0.0814   -2.401    0.258   -4.444    0.169     0.00     0.00     0.00     0.00
  282.8003485  -10.1001350   23.8973014   -4.5346039   2.409310   24.842    0.126    0.020    0.004   0   13.872   13.300   13.119   13.142   13.334 9999.000 9999.000 9999.000 9999.000   0.3041   0.0847   -3.941    0.115   -3.490    0.103     0.00     0.00     0.00     0.00
  125.5221942   -0.3149370  224.0044825   19.9016016   4.414450   45.795    0.085    0.140    0.023   0   14.652   13.963   13.866   13.741   13.734 9999.000 9999.000 9999.000 9999.000   0.3501   0.0730   -2.882    0.122   -0.485    0.084     0.00     0.00     0.00     0.00
   82.3690365    1.6124714  201.7793978  -17.3727522   2.721040    7.232    0.083    0.199    0.035   0   11.435   10.816   10.582   10.439   10.411 9999.000 9999.000 9999.000 9999.000   1.5242   0.3562    3.261    0.619   -2.322    0.658     0.00     0.00     0.00     0.00
  323.7797522   58.7370047   99.7505062    5.0048829   2.317250   18.907    0.084    0.210    0.035   0   13.874   13.083   12.819   12.753   12.748 9999.000 9999.000 9999.000 9999.000   0.4894   0.0582    5.256    0.112    1.132    0.097     0.00     0.00     0.00     0.00
  341.7131590   41.6322710   99.2863207  -15.4488502   2.718630   20.510    0.084    0.247    0.043   0   13.846   13.150   12.903   12.736   12.691 9999.000 9999.000 9999.000 9999.000   0.4510   0.0411    3.967    0.055    2.715    0.060     0.00     0.00     0.00     0.00
  105.8593454  -10.2828071  223.4452648   -2.0383303   3.172170    6.377    0.084    0.426    0.068   0   11.550   10.764   10.428   10.043    9.969   10.219   10.155 9999.000 9999.000   0.0601   0.0545   -0.397    0.092    0.927    0.094     0.00     0.00     7.03     2.77
